station,o_IO107.csv
                                             
date,time,Hs,Hmax,Tz,Dir,Lw,Hs,Hmax,Lw,Dir,sl_Hs,sl_Tp,sl_Dir,sl_Hs,Dir,Tp
yyyymmdd,hhmmss,m,m,s,deg,m,ft,ft,ft,dir from,m,s,deg,ft,dir,s
20200201,120000,0.05,0.10,2.58,282.0,11.10,0.17,0.31,36.42,WNW,0.00,0.00,0.0,0.00,-,3.10
20200201,130000,0.05,0.09,2.54,282.1,10.80,0.17,0.30,35.43,WNW,0.00,0.00,0.0,0.00,-,3.10
20200201,140000,0.05,0.09,0.00,0.0,0.00,0.16,0.28,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200201,150000,0.05,0.08,0.00,0.0,0.00,0.15,0.27,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200201,160000,0.04,0.08,0.00,0.0,0.00,0.14,0.26,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200201,170000,0.04,0.08,0.00,0.0,0.00,0.14,0.25,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200201,180000,0.04,0.07,0.00,0.0,0.00,0.13,0.24,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200201,190000,0.04,0.07,0.00,0.0,0.00,0.13,0.23,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200201,200000,0.04,0.07,0.00,0.0,0.00,0.12,0.22,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200201,210000,0.04,0.06,0.00,0.0,0.00,0.12,0.21,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200201,220000,0.03,0.06,0.00,0.0,0.00,0.11,0.20,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200201,230000,0.03,0.06,0.00,0.0,0.00,0.11,0.19,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,000000,0.03,0.06,0.00,0.0,0.00,0.10,0.19,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,010000,0.03,0.06,0.00,0.0,0.00,0.10,0.18,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,020000,0.03,0.05,0.00,0.0,0.00,0.10,0.17,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,030000,0.03,0.05,0.00,0.0,0.00,0.09,0.17,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,040000,0.03,0.05,0.00,0.0,0.00,0.09,0.15,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,050000,0.03,0.05,0.00,0.0,0.00,0.08,0.15,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,060000,0.03,0.05,0.00,0.0,0.00,0.08,0.15,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,070000,0.03,0.05,0.00,0.0,0.00,0.08,0.15,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,080000,0.03,0.06,0.00,0.0,0.00,0.10,0.18,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200202,090000,0.07,0.12,2.31,283.3,10.20,0.22,0.40,33.46,WNW,0.00,0.00,0.0,0.00,-,1.90
20200202,100000,0.40,0.72,2.14,276.9,7.60,1.31,2.36,24.93,W,0.00,0.00,0.0,0.00,-,2.30
20200202,110000,0.57,1.03,3.05,270.9,15.30,1.88,3.38,50.20,W,0.00,0.00,0.0,0.00,-,3.30
20200202,120000,0.79,1.41,3.58,270.3,21.30,2.58,4.64,69.88,W,0.00,0.00,0.0,0.00,-,4.00
20200202,130000,1.00,1.81,4.22,271.2,29.90,3.29,5.92,98.10,W,0.00,0.00,0.0,0.00,-,4.70
20200202,140000,1.24,2.23,4.94,271.0,41.20,4.06,7.31,135.17,W,0.00,0.00,0.0,0.00,-,5.70
20200202,150000,1.39,2.50,5.36,270.9,48.70,4.56,8.20,159.78,W,0.00,0.00,0.0,0.00,-,6.20
20200202,160000,1.43,2.58,5.52,272.1,51.70,4.70,8.47,169.62,W,0.00,0.00,0.0,0.00,-,6.40
20200202,170000,1.44,2.59,5.65,273.3,54.30,4.71,8.49,178.15,W,0.00,0.00,0.0,0.00,-,6.60
20200202,180000,1.42,2.55,5.76,274.1,56.50,4.65,8.37,185.37,W,0.00,0.00,0.0,0.00,-,6.80
20200202,190000,1.40,2.51,5.83,274.8,58.10,4.58,8.24,190.62,W,0.00,0.00,0.0,0.00,-,6.90
20200202,200000,1.38,2.48,5.90,275.3,59.60,4.51,8.13,195.54,W,0.00,0.00,0.0,0.00,-,6.90
20200202,210000,1.36,2.44,5.97,275.6,61.20,4.45,8.00,200.79,W,0.00,0.00,0.0,0.00,-,7.00
20200202,220000,1.34,2.41,6.05,275.7,62.90,4.39,7.90,206.36,W,0.00,0.00,0.0,0.00,-,7.10
20200202,230000,1.33,2.40,6.14,275.7,64.70,4.37,7.86,212.27,W,0.00,0.00,0.0,0.00,-,7.30
20200203,000000,1.34,2.40,6.22,275.6,66.40,4.38,7.89,217.85,W,0.00,0.00,0.0,0.00,-,7.50
20200203,010000,1.35,2.42,6.29,275.3,67.80,4.42,7.95,222.44,W,0.00,0.00,0.0,0.00,-,7.50
20200203,020000,1.35,2.43,6.34,275.1,68.70,4.43,7.98,225.39,W,0.00,0.00,0.0,0.00,-,7.60
20200203,030000,1.34,2.42,6.38,275.0,69.40,4.41,7.94,227.69,W,0.00,0.00,0.0,0.00,-,7.60
20200203,040000,1.34,2.41,6.41,274.9,70.00,4.39,7.90,229.66,W,0.00,0.00,0.0,0.00,-,7.60
20200203,050000,1.34,2.42,6.44,274.9,70.60,4.41,7.93,231.63,W,0.00,0.00,0.0,0.00,-,7.60
