station,o_IO102.csv
                                             
date,time,Hs,Hmax,Tz,Dir,Lw,Hs,Hmax,Lw,Dir,sl_Hs,sl_Tp,sl_Dir,sl_Hs,Dir,Tp
20200202,150000,0.74,1.33,3.29,319.4,17.80,2.42,4.36,58.40,NW,0.00,0.00,0.0,0.00,-,3.50
20200202,160000,0.73,1.31,3.26,324.3,17.50,2.38,4.28,57.41,NW,0.00,0.00,0.0,0.00,-,3.50
20200202,170000,0.70,1.27,3.21,328.6,17.00,2.31,4.16,55.77,NNW,0.00,0.00,0.0,0.00,-,3.40
20200202,180000,0.69,1.24,3.18,332.3,16.60,2.27,4.08,54.46,NNW,0.00,0.00,0.0,0.00,-,3.40
20200202,190000,0.68,1.23,3.17,335.0,16.50,2.23,4.02,54.13,NNW,0.00,0.00,0.0,0.00,-,3.40
20200202,200000,0.67,1.20,3.16,337.0,16.50,2.19,3.94,54.13,NNW,0.00,0.00,0.0,0.00,-,3.40
20200202,210000,0.65,1.16,3.14,339.5,16.20,2.12,3.82,53.15,NNW,0.00,0.00,0.0,0.00,-,3.40
20200202,220000,0.64,1.15,3.13,341.5,16.10,2.10,3.78,52.82,NNW,0.00,0.00,0.0,0.00,-,3.40
20200202,230000,0.64,1.16,3.13,343.5,16.10,2.11,3.80,52.82,NNW,0.00,0.00,0.0,0.00,-,3.40
20200203,000000,0.65,1.17,3.14,344.0,16.30,2.14,3.84,53.48,NNW,0.00,0.00,0.0,0.00,-,3.40
20200203,010000,0.65,1.18,3.15,343.5,16.30,2.15,3.86,53.48,NNW,0.00,0.00,0.0,0.00,-,3.40
20200203,020000,0.66,1.18,3.16,341.3,16.40,2.15,3.87,53.81,NNW,0.00,0.00,0.0,0.00,-,3.40
20200203,030000,0.66,1.19,3.16,338.7,16.40,2.17,3.90,53.81,NNW,0.00,0.00,0.0,0.00,-,3.40
20200203,040000,0.67,1.20,3.17,336.3,16.50,2.19,3.93,54.13,NNW,0.00,0.00,0.0,0.00,-,3.40
20200203,050000,0.67,1.21,3.17,334.1,16.60,2.20,3.96,54.46,NNW,0.00,0.00,0.0,0.00,-,3.40
20200203,060000,0.67,1.21,3.18,331.7,16.60,2.20,3.97,54.46,NNW,0.00,0.00,0.0,0.00,-,3.40
20200203,070000,0.69,1.24,3.18,328.2,16.70,2.26,4.06,54.79,NNW,0.00,0.00,0.0,0.00,-,3.40
20200203,080000,0.72,1.30,3.22,324.9,17.10,2.38,4.28,56.10,NW,0.00,0.00,0.0,0.00,-,3.40
20200203,090000,0.77,1.38,3.31,321.5,18.00,2.52,4.54,59.06,NW,0.00,0.00,0.0,0.00,-,3.60
20200203,100000,0.79,1.42,3.36,317.7,18.60,2.58,4.65,61.02,NW,0.00,0.00,0.0,0.00,-,3.70
20200203,110000,0.78,1.41,3.39,312.6,18.90,2.57,4.63,62.01,NW,0.00,0.00,0.0,0.00,-,3.70
20200203,120000,0.77,1.38,3.39,307.0,19.00,2.52,4.53,62.34,NW,0.00,0.00,0.0,0.00,-,3.70
20200203,130000,0.75,1.35,3.38,303.4,18.80,2.46,4.42,61.68,WNW,0.00,0.00,0.0,0.00,-,3.60
20200203,140000,0.73,1.31,3.34,303.0,18.40,2.39,4.30,60.37,WNW,0.00,0.00,0.0,0.00,-,3.60
20200203,150000,0.71,1.27,3.30,305.5,17.90,2.32,4.18,58.73,NW,0.00,0.00,0.0,0.00,-,3.50
20200203,160000,0.67,1.21,3.24,308.9,17.30,2.21,3.98,56.76,NW,0.00,0.00,0.0,0.00,-,3.40
20200203,170000,0.63,1.13,3.17,312.4,16.50,2.06,3.71,54.13,NW,0.00,0.00,0.0,0.00,-,3.40
20200203,180000,0.57,1.03,3.08,315.8,15.50,1.88,3.38,50.85,NW,0.00,0.00,0.0,0.00,-,3.30
20200203,190000,0.53,0.95,3.01,319.8,14.80,1.73,3.12,48.56,NW,0.00,0.00,0.0,0.00,-,3.10
20200203,200000,0.49,0.89,2.95,323.2,14.20,1.62,2.92,46.59,NW,0.00,0.00,0.0,0.00,-,3.00
20200203,210000,0.45,0.80,2.86,325.6,13.30,1.46,2.63,43.64,NW,0.00,0.00,0.0,0.00,-,3.00
20200203,220000,0.41,0.75,2.78,326.9,12.50,1.36,2.44,41.01,NNW,0.00,0.00,0.0,0.00,-,2.80
20200203,230000,0.40,0.72,2.70,327.6,11.90,1.32,2.37,39.04,NNW,0.00,0.00,0.0,0.00,-,2.80
20200204,000000,0.42,0.75,2.72,329.0,12.00,1.37,2.47,39.37,NNW,0.00,0.00,0.0,0.00,-,2.80
20200204,010000,0.42,0.76,2.77,329.5,12.50,1.38,2.49,41.01,NNW,0.00,0.00,0.0,0.00,-,2.90
20200204,020000,0.41,0.74,2.73,328.4,12.20,1.35,2.43,40.03,NNW,0.00,0.00,0.0,0.00,-,2.80
20200204,030000,0.39,0.71,2.77,324.4,12.60,1.29,2.31,41.34,NW,0.17,3.53,264.5,0.56,W,2.80
20200204,040000,0.35,0.62,2.79,322.6,12.90,1.14,2.04,42.32,NW,0.19,3.59,265.3,0.62,W,2.70
20200204,050000,0.31,0.56,2.71,317.0,12.40,1.01,1.82,40.68,NW,0.19,3.66,265.9,0.62,W,2.50
20200204,060000,0.31,0.55,2.51,316.7,10.80,1.00,1.81,35.43,NW,0.18,3.61,267.9,0.59,W,2.40
20200204,070000,0.34,0.61,2.39,322.4,9.60,1.12,2.01,31.50,NW,0.00,0.00,0.0,0.00,-,2.40
20200204,080000,0.31,0.56,2.44,316.0,10.00,1.02,1.84,32.81,NW,0.00,0.00,0.0,0.00,-,2.40
20200204,090000,0.28,0.51,2.43,306.7,9.90,0.92,1.66,32.48,NW,0.00,0.00,0.0,0.00,-,2.40
20200204,100000,0.25,0.45,2.37,301.5,9.40,0.82,1.47,30.84,WNW,0.00,0.00,0.0,0.00,-,2.40
20200204,110000,0.23,0.41,2.22,296.8,8.30,0.75,1.35,27.23,WNW,0.00,0.00,0.0,0.00,-,2.20
20200204,120000,0.21,0.39,2.21,287.4,8.20,0.70,1.26,26.90,WNW,0.00,0.00,0.0,0.00,-,2.20
20200204,130000,0.19,0.34,2.33,276.4,9.10,0.62,1.11,29.86,W,0.00,0.00,0.0,0.00,-,2.70
20200204,140000,0.18,0.32,2.44,272.1,9.80,0.58,1.05,32.15,W,0.00,0.00,0.0,0.00,-,2.70
20200204,150000,0.17,0.31,2.46,272.8,10.00,0.57,1.02,32.81,W,0.00,0.00,0.0,0.00,-,2.70
20200204,160000,0.16,0.29,2.42,274.4,9.70,0.53,0.96,31.82,W,0.00,0.00,0.0,0.00,-,2.70
20200204,170000,0.15,0.27,2.33,276.6,8.90,0.49,0.87,29.20,W,0.00,0.00,0.0,0.00,-,2.60
20200204,180000,0.14,0.26,2.17,279.5,7.90,0.47,0.84,25.92,W,0.00,0.00,0.0,0.00,-,2.40
20200204,190000,0.15,0.26,2.03,281.0,6.90,0.48,0.86,22.64,W,0.00,0.00,0.0,0.00,-,1.90
20200204,200000,0.14,0.26,1.97,278.5,6.40,0.47,0.85,21.00,W,0.00,0.00,0.0,0.00,-,1.90
20200204,210000,0.14,0.26,2.00,270.2,6.60,0.48,0.86,21.65,W,0.07,2.40,243.5,0.23,WSW,1.90
20200204,220000,0.16,0.29,2.07,264.7,7.10,0.52,0.94,23.29,W,0.13,2.40,252.1,0.43,WSW,2.40
20200204,230000,0.17,0.31,2.08,270.0,7.20,0.56,1.00,23.62,W,0.13,2.42,248.6,0.43,WSW,2.40
20200205,000000,0.23,0.42,1.87,318.2,5.80,0.76,1.38,19.03,NW,0.11,2.41,247.5,0.36,WSW,1.90
20200205,010000,0.44,0.80,2.55,347.5,10.60,1.45,2.62,34.78,NNW,0.07,2.86,245.1,0.23,WSW,2.70
20200205,020000,0.38,0.69,2.59,340.1,10.90,1.26,2.27,35.76,NNW,0.00,0.00,0.0,0.00,-,2.70
20200205,030000,0.40,0.73,2.58,336.0,10.80,1.32,2.38,35.43,NNW,0.00,0.00,0.0,0.00,-,2.70
20200205,040000,0.41,0.74,2.72,344.4,12.00,1.35,2.42,39.37,NNW,0.00,0.00,0.0,0.00,-,2.80
20200205,050000,0.39,0.70,2.62,344.6,11.20,1.28,2.31,36.75,NNW,0.00,0.00,0.0,0.00,-,2.70
20200205,060000,0.38,0.69,2.63,341.3,11.30,1.25,2.25,37.07,NNW,0.00,0.00,0.0,0.00,-,2.70
20200205,070000,0.35,0.63,2.56,339.5,10.70,1.15,2.06,35.10,NNW,0.00,0.00,0.0,0.00,-,2.70
20200205,080000,0.29,0.52,2.48,336.6,10.10,0.94,1.69,33.14,NNW,0.00,0.00,0.0,0.00,-,2.60
20200205,090000,0.22,0.40,2.19,336.8,7.90,0.74,1.33,25.92,NNW,0.00,0.00,0.0,0.00,-,2.40
20200205,100000,0.21,0.37,1.93,338.3,6.10,0.68,1.22,20.01,NNW,0.00,0.00,0.0,0.00,-,2.20
20200205,110000,0.16,0.29,1.84,348.1,5.60,0.52,0.94,18.37,NNW,0.09,2.05,13.6,0.30,NNE,1.90
20200205,120000,0.08,0.15,2.04,6.7,6.90,0.27,0.49,22.64,N,0.00,0.00,0.0,0.00,-,1.90
20200205,130000,0.05,0.09,2.11,324.2,7.40,0.17,0.30,24.28,NW,0.00,0.00,0.0,0.00,-,2.30
20200205,140000,0.05,0.08,0.00,0.0,0.00,0.15,0.27,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,150000,0.04,0.08,0.00,0.0,0.00,0.14,0.25,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,160000,0.04,0.07,0.00,0.0,0.00,0.12,0.22,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,170000,0.03,0.06,0.00,0.0,0.00,0.10,0.18,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,180000,0.03,0.05,0.00,0.0,0.00,0.09,0.17,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,190000,0.03,0.05,0.00,0.0,0.00,0.08,0.15,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,200000,0.02,0.04,0.00,0.0,0.00,0.07,0.12,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,210000,0.01,0.02,0.00,0.0,0.00,0.04,0.08,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,220000,0.01,0.01,0.00,0.0,0.00,0.02,0.04,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,230000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,000000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,010000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,020000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,030000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,040000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,050000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,060000,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,070000,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,080000,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,090000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,100000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,110000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,120000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,130000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,140000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,150000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,160000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,170000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,180000,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,190000,0.00,0.01,0.00,0.0,0.00,0.02,0.03,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,200000,0.01,0.02,0.00,0.0,0.00,0.04,0.06,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,210000,0.04,0.06,0.00,0.0,0.00,0.12,0.21,0.00,N,0.00,0.00,0.0,0.00,-,0.00
