station,o_IO101.csv
                                             
date,time,Hs,Hmax,Tz,Dir,Lw,Hs,Hmax,Lw,Dir,sl_Hs,sl_Tp,sl_Dir,sl_Hs,Dir,Tp
20200203,020000,0.55,0.99,2.94,340.4,14.10,1.80,3.24,46.26,NNW,0.00,0.00,0.0,0.00,-,3.10
20200203,030000,0.55,1.00,2.94,338.1,14.10,1.81,3.27,46.26,NNW,0.00,0.00,0.0,0.00,-,3.10
20200203,040000,0.56,1.00,2.95,335.4,14.20,1.83,3.29,46.59,NNW,0.00,0.00,0.0,0.00,-,3.10
20200203,050000,0.56,1.01,2.95,332.3,14.20,1.83,3.30,46.59,NNW,0.00,0.00,0.0,0.00,-,3.10
20200203,060000,0.55,1.00,2.94,329.5,14.10,1.82,3.27,46.26,NNW,0.00,0.00,0.0,0.00,-,3.10
20200203,070000,0.57,1.03,2.96,325.4,14.30,1.89,3.40,46.92,NW,0.00,0.00,0.0,0.00,-,3.10
20200203,080000,0.63,1.13,3.02,322.2,14.90,2.06,3.70,48.88,NW,0.00,0.00,0.0,0.00,-,3.30
20200203,090000,0.67,1.20,3.07,319.5,15.50,2.19,3.93,50.85,NW,0.00,0.00,0.0,0.00,-,3.30
20200203,100000,0.68,1.22,3.10,316.4,15.80,2.22,4.00,51.84,NW,0.00,0.00,0.0,0.00,-,3.30
20200203,110000,0.67,1.20,3.11,312.2,15.80,2.19,3.93,51.84,NW,0.00,0.00,0.0,0.00,-,3.30
20200203,120000,0.65,1.17,3.11,308.6,15.80,2.13,3.83,51.84,NW,0.00,0.00,0.0,0.00,-,3.30
20200203,130000,0.63,1.13,3.09,305.9,15.70,2.06,3.70,51.51,NW,0.00,0.00,0.0,0.00,-,3.30
20200203,140000,0.62,1.11,3.08,305.1,15.60,2.02,3.64,51.18,NW,0.00,0.00,0.0,0.00,-,3.30
20200203,150000,0.59,1.07,3.05,305.2,15.30,1.95,3.51,50.20,NW,0.00,0.00,0.0,0.00,-,3.20
20200203,160000,0.56,1.00,3.01,306.8,14.80,1.82,3.28,48.56,NW,0.00,0.00,0.0,0.00,-,3.10
20200203,170000,0.50,0.90,2.93,310.0,14.00,1.64,2.95,45.93,NW,0.00,0.00,0.0,0.00,-,3.00
20200203,180000,0.45,0.81,2.84,315.5,13.10,1.48,2.66,42.98,NW,0.00,0.00,0.0,0.00,-,3.00
20200203,190000,0.42,0.75,2.77,320.0,12.50,1.37,2.47,41.01,NW,0.00,0.00,0.0,0.00,-,2.80
20200203,200000,0.36,0.66,2.61,322.9,11.10,1.19,2.15,36.42,NW,0.00,0.00,0.0,0.00,-,2.70
20200203,210000,0.34,0.61,2.50,324.9,10.20,1.11,2.00,33.46,NW,0.00,0.00,0.0,0.00,-,2.60
20200203,220000,0.31,0.56,2.36,325.3,9.10,1.02,1.84,29.86,NW,0.00,0.00,0.0,0.00,-,2.40
20200203,230000,0.37,0.66,2.25,328.7,8.30,1.20,2.16,27.23,NNW,0.00,0.00,0.0,0.00,-,2.40
20200204,000000,0.33,0.59,2.44,328.7,9.70,1.08,1.94,31.82,NNW,0.00,0.00,0.0,0.00,-,2.50
20200204,010000,0.29,0.52,2.18,329.7,7.70,0.95,1.71,25.26,NNW,0.00,0.00,0.0,0.00,-,2.40
20200204,020000,0.36,0.66,2.28,326.4,8.50,1.19,2.15,27.89,NNW,0.00,0.00,0.0,0.00,-,2.40
20200204,030000,0.32,0.58,2.56,336.6,10.70,1.06,1.91,35.10,NNW,0.06,3.71,248.6,0.20,WSW,2.70
20200204,040000,0.22,0.39,2.40,330.4,9.70,0.71,1.27,31.82,NNW,0.08,3.75,250.5,0.26,WSW,2.40
20200204,050000,0.17,0.31,2.24,319.2,9.00,0.57,1.02,29.53,NW,0.09,3.75,250.7,0.30,WSW,1.90
20200204,060000,0.13,0.24,2.32,307.9,9.90,0.44,0.79,32.48,NW,0.08,3.72,251.2,0.26,WSW,1.90
20200204,070000,0.08,0.15,2.95,265.6,14.90,0.28,0.50,48.88,W,0.00,0.00,0.0,0.00,-,3.60
20200204,080000,0.07,0.13,3.08,254.9,15.70,0.23,0.42,51.51,WSW,0.00,0.00,0.0,0.00,-,3.60
20200204,090000,0.07,0.12,2.90,256.6,14.10,0.22,0.40,46.26,WSW,0.00,0.00,0.0,0.00,-,3.40
20200204,100000,0.06,0.12,2.80,257.2,13.10,0.21,0.38,42.98,WSW,0.00,0.00,0.0,0.00,-,3.20
20200204,110000,0.06,0.11,2.70,258.3,12.30,0.20,0.35,40.35,WSW,0.00,0.00,0.0,0.00,-,3.20
20200204,120000,0.06,0.11,2.57,259.0,11.10,0.20,0.35,36.42,W,0.00,0.00,0.0,0.00,-,2.90
20200204,130000,0.07,0.13,2.46,257.3,10.10,0.24,0.43,33.14,WSW,0.00,0.00,0.0,0.00,-,2.70
20200204,140000,0.09,0.17,2.41,255.1,9.60,0.31,0.55,31.50,WSW,0.00,0.00,0.0,0.00,-,2.70
20200204,150000,0.10,0.19,2.39,254.3,9.40,0.34,0.61,30.84,WSW,0.00,0.00,0.0,0.00,-,2.60
20200204,160000,0.10,0.18,2.36,254.5,9.20,0.32,0.58,30.18,WSW,0.00,0.00,0.0,0.00,-,2.50
20200204,170000,0.09,0.15,2.30,255.2,8.70,0.28,0.51,28.54,WSW,0.00,0.00,0.0,0.00,-,2.40
20200204,180000,0.07,0.13,2.24,256.2,8.30,0.24,0.43,27.23,WSW,0.00,0.00,0.0,0.00,-,2.40
20200204,190000,0.06,0.11,2.18,257.2,7.90,0.20,0.37,25.92,WSW,0.00,0.00,0.0,0.00,-,2.40
20200204,200000,0.05,0.10,2.13,258.2,7.50,0.18,0.32,24.61,WSW,0.00,0.00,0.0,0.00,-,2.30
20200204,210000,0.05,0.09,0.00,0.0,0.00,0.16,0.29,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200204,220000,0.05,0.09,0.00,0.0,0.00,0.16,0.29,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200204,230000,0.06,0.11,2.00,272.4,6.70,0.20,0.35,21.98,W,0.00,0.00,0.0,0.00,-,1.90
20200205,000000,0.07,0.13,2.04,267.0,7.00,0.23,0.41,22.97,W,0.00,0.00,0.0,0.00,-,1.90
20200205,010000,0.09,0.16,1.90,303.0,6.00,0.29,0.51,19.69,WNW,0.00,0.00,0.0,0.00,-,1.90
20200205,020000,0.16,0.29,1.73,335.0,5.00,0.52,0.94,16.40,NNW,0.00,0.00,0.0,0.00,-,1.90
20200205,030000,0.38,0.69,2.54,345.6,10.50,1.25,2.25,34.45,NNW,0.00,0.00,0.0,0.00,-,2.70
20200205,040000,0.23,0.42,2.11,342.1,7.30,0.77,1.38,23.95,NNW,0.00,0.00,0.0,0.00,-,2.40
20200205,050000,0.32,0.58,2.21,333.6,7.90,1.05,1.90,25.92,NNW,0.00,0.00,0.0,0.00,-,2.40
20200205,060000,0.29,0.51,2.02,340.3,6.70,0.94,1.69,21.98,NNW,0.00,0.00,0.0,0.00,-,2.30
20200205,070000,0.29,0.52,2.23,334.5,8.20,0.95,1.72,26.90,NNW,0.00,0.00,0.0,0.00,-,2.40
20200205,080000,0.17,0.30,1.98,333.5,6.40,0.55,1.00,21.00,NNW,0.00,0.00,0.0,0.00,-,2.20
20200205,090000,0.09,0.17,1.72,335.5,4.80,0.31,0.56,15.75,NNW,0.00,0.00,0.0,0.00,-,1.90
20200205,100000,0.02,0.04,0.00,0.0,0.00,0.08,0.14,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,110000,0.01,0.03,0.00,0.0,0.00,0.05,0.08,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,120000,0.01,0.02,0.00,0.0,0.00,0.03,0.06,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,130000,0.01,0.01,0.00,0.0,0.00,0.02,0.04,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,140000,0.01,0.01,0.00,0.0,0.00,0.03,0.05,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,150000,0.01,0.02,0.00,0.0,0.00,0.04,0.06,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,160000,0.01,0.02,0.00,0.0,0.00,0.04,0.06,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,170000,0.01,0.02,0.00,0.0,0.00,0.03,0.06,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,180000,0.01,0.01,0.00,0.0,0.00,0.02,0.04,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,190000,0.01,0.01,0.00,0.0,0.00,0.02,0.04,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,200000,0.01,0.01,0.00,0.0,0.00,0.02,0.04,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,210000,0.00,0.01,0.00,0.0,0.00,0.02,0.03,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,220000,0.00,0.01,0.00,0.0,0.00,0.01,0.02,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200205,230000,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,000000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,010000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,020000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,030000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,040000,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,050000,0.00,0.01,0.00,0.0,0.00,0.01,0.02,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,060000,0.00,0.01,0.00,0.0,0.00,0.01,0.02,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,070000,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,080000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,090000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,100000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,110000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,120000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,130000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,140000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,150000,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,160000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,170000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,180000,0.00,0.00,0.00,0.0,0.00,0.00,0.01,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,190000,0.00,0.01,0.00,0.0,0.00,0.01,0.02,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,200000,0.01,0.02,0.00,0.0,0.00,0.03,0.05,0.00,N,0.00,0.00,0.0,0.00,-,0.00
20200206,210000,0.03,0.06,0.00,0.0,0.00,0.11,0.19,0.00,N,0.00,0.00,0.0,0.00,-,0.00
