station,o_IO105.csv
                                             
date,time,Hs,Hmax,Tz,Dir,Lw,Hs,Hmax,Lw,Dir,sl_Hs,sl_Tp,sl_Dir,sl_Hs,Dir,Tp
yyyymmdd,hhmmss,m,m,s,deg,m,ft,ft,ft,dir from,m,s,deg,ft,dir,s
20200201,120000,0.31,0.56,3.20,204.3,17.20,1.03,1.85,56.43,SSW,0.28,3.73,212.5,0.92,SSW,3.70
20200201,130000,0.35,0.63,3.34,199.7,18.60,1.14,2.06,61.02,SSW,0.32,3.82,206.5,1.05,SSW,3.80
20200201,140000,0.37,0.66,3.51,197.8,20.40,1.21,2.18,66.93,SSW,0.00,0.00,0.0,0.00,-,4.00
20200201,150000,0.38,0.69,3.65,196.7,22.00,1.26,2.27,72.18,SSW,0.00,0.00,0.0,0.00,-,4.10
20200201,160000,0.39,0.71,3.75,196.0,23.20,1.29,2.32,76.12,SSW,0.00,0.00,0.0,0.00,-,4.20
20200201,170000,0.39,0.71,3.80,195.3,23.90,1.29,2.31,78.41,SSW,0.00,0.00,0.0,0.00,-,4.20
20200201,180000,0.38,0.69,3.83,194.6,24.20,1.26,2.27,79.40,SSW,0.00,0.00,0.0,0.00,-,4.20
20200201,190000,0.38,0.68,3.84,194.0,24.30,1.24,2.23,79.72,SSW,0.00,0.00,0.0,0.00,-,4.20
20200201,200000,0.37,0.67,3.82,193.5,24.20,1.22,2.20,79.40,SSW,0.36,4.27,192.4,1.18,SSW,4.30
20200201,210000,0.40,0.73,3.50,203.6,21.20,1.33,2.39,69.55,SSW,0.36,4.29,190.6,1.18,S,4.30
20200201,220000,0.80,1.45,3.24,298.0,17.30,2.63,4.74,56.76,WNW,0.28,4.33,189.4,0.92,S,3.40
20200201,230000,1.11,1.99,3.80,309.1,23.80,3.63,6.53,78.08,NW,0.21,4.36,187.6,0.69,S,4.10
20200202,000000,1.33,2.40,4.39,308.6,31.90,4.37,7.87,104.66,NW,0.16,4.42,184.8,0.52,S,4.80
20200202,010000,1.46,2.63,4.81,307.8,38.30,4.80,8.63,125.66,NW,0.14,4.61,182.7,0.46,S,5.20
20200202,020000,1.45,2.62,4.97,308.7,40.90,4.77,8.58,134.19,NW,0.12,4.81,180.9,0.39,S,5.50
20200202,030000,1.36,2.45,4.93,309.3,40.30,4.46,8.03,132.22,NW,0.11,4.87,179.8,0.36,S,5.50
20200202,040000,1.25,2.24,4.80,310.2,38.20,4.09,7.36,125.33,NW,0.11,4.88,178.9,0.36,S,5.30
20200202,050000,1.15,2.07,4.63,311.5,35.80,3.78,6.80,117.45,NW,0.10,4.86,178.2,0.33,S,5.10
20200202,060000,1.08,1.94,4.48,313.0,33.40,3.53,6.36,109.58,NW,0.09,4.83,177.2,0.30,S,5.00
20200202,070000,1.02,1.84,4.35,314.2,31.50,3.35,6.03,103.35,NW,0.08,4.81,176.0,0.26,S,4.90
20200202,080000,0.99,1.77,4.24,315.0,29.90,3.23,5.82,98.10,NW,0.07,4.85,174.4,0.23,S,4.70
20200202,090000,0.97,1.75,4.16,315.5,28.80,3.18,5.73,94.49,NW,0.07,4.89,173.1,0.23,S,4.60
20200202,100000,0.97,1.75,4.11,315.6,28.10,3.19,5.73,92.19,NW,0.07,4.91,171.8,0.23,S,4.60
20200202,110000,0.99,1.77,4.09,315.6,27.80,3.23,5.82,91.21,NW,0.06,4.88,170.3,0.20,S,4.50
20200202,120000,1.01,1.81,4.10,315.3,27.90,3.30,5.95,91.54,NW,0.05,4.85,168.5,0.16,SSE,4.50
20200202,130000,1.03,1.86,4.13,315.2,28.30,3.38,6.09,92.85,NW,0.00,0.00,0.0,0.00,-,4.50
20200202,140000,1.05,1.89,4.17,315.8,28.80,3.44,6.19,94.49,NW,0.00,0.00,0.0,0.00,-,4.60
20200202,150000,1.06,1.91,4.20,317.2,29.30,3.48,6.26,96.13,NW,0.00,0.00,0.0,0.00,-,4.60
20200202,160000,1.06,1.92,4.22,319.3,29.60,3.49,6.28,97.11,NW,0.00,0.00,0.0,0.00,-,4.60
