station,o_IO106.csv
                                             
date,time,Hs,Hmax,Tz,Dir,Lw,Hs,Hmax,Lw,Dir,sl_Hs,sl_Tp,sl_Dir,sl_Hs,Dir,Tp
yyyymmdd,hhmmss,m,m,s,deg,m,ft,ft,ft,dir from,m,s,deg,ft,dir,s
20200201,120000,0.52,0.94,3.74,177.5,23.10,1.72,3.09,75.79,S,0.00,0.00,0.0,0.00,-,4.10
20200201,130000,0.50,0.91,3.78,174.8,23.50,1.65,2.98,77.10,S,0.00,0.00,0.0,0.00,-,4.10
20200201,140000,0.48,0.87,3.79,172.3,23.70,1.59,2.86,77.76,S,0.00,0.00,0.0,0.00,-,4.10
20200201,150000,0.46,0.83,3.79,170.4,23.50,1.51,2.72,77.10,S,0.00,0.00,0.0,0.00,-,4.10
20200201,160000,0.43,0.78,3.75,168.4,23.10,1.42,2.56,75.79,SSE,0.00,0.00,0.0,0.00,-,4.10
20200201,170000,0.41,0.74,3.72,165.5,22.70,1.35,2.43,74.48,SSE,0.00,0.00,0.0,0.00,-,4.10
20200201,180000,0.40,0.72,3.70,162.7,22.60,1.32,2.37,74.15,SSE,0.00,0.00,0.0,0.00,-,4.10
20200201,190000,0.52,0.93,3.05,219.3,16.30,1.70,3.05,53.48,SW,0.38,4.07,160.7,1.25,SSE,4.10
20200201,200000,0.76,1.36,3.39,289.9,19.10,2.48,4.46,62.66,WNW,0.33,4.12,159.6,1.08,SSE,3.70
20200201,210000,1.07,1.92,3.99,300.8,26.50,3.50,6.31,86.94,WNW,0.29,4.22,159.2,0.95,SSE,4.40
20200201,220000,1.32,2.38,4.48,306.8,33.30,4.33,7.80,109.25,NW,0.25,4.48,158.9,0.82,SSE,5.00
20200201,230000,1.47,2.65,4.76,311.6,37.60,4.83,8.69,123.36,NW,0.22,4.69,159.1,0.72,SSE,5.30
20200202,000000,1.54,2.78,4.93,314.8,40.40,5.07,9.12,132.55,NW,0.19,4.77,159.4,0.62,SSE,5.50
